_id,date,precipitation,temp_max,temp_min,wind,weather,atmoPressure,stationId
ObjectId(63da4653a60d5e13edf30e3b),2012-01-25T00:00:00.000Z,8.1,8.9,4.4,5.4,rain,37.34442077214448,2
ObjectId(63da4653a60d5e13edf30e3c),2012-01-26T00:00:00.000Z,4.8,8.9,1.1,4.8,rain,58.67578096453524,2
ObjectId(63da4653a60d5e13edf30e3d),2012-01-27T00:00:00.000Z,0,6.7,-2.2,1.4,drizzle,84.52793056790067,0
ObjectId(63da4653a60d5e13edf30e3e),2012-01-28T00:00:00.000Z,0,6.7,0.6,2.2,rain,86.52307845515342,3
ObjectId(63da4653a60d5e13edf30e3f),2012-01-29T00:00:00.000Z,27.7,9.4,3.9,4.5,rain,32.25402218393587,3
ObjectId(63da4653a60d5e13edf30e40),2012-01-30T00:00:00.000Z,3.6,8.3,6.1,5.1,rain,44.813465622338725,0
ObjectId(63da4653a60d5e13edf30e41),2012-01-31T00:00:00.000Z,1.8,9.4,6.1,3.9,rain,4.243454354519247,0
ObjectId(63da4653a60d5e13edf30e42),2012-02-01T00:00:00.000Z,13.5,8.9,3.3,2.7,rain,40.11681546793936,2
ObjectId(63da4653a60d5e13edf30e43),2012-02-02T00:00:00.000Z,0,8.3,1.7,2.6,sun,45.894658531014514,3
ObjectId(63da4653a60d5e13edf30e44),2012-02-03T00:00:00.000Z,0,14.4,2.2,5.3,sun,98.38957864287028,3
ObjectId(63da4653a60d5e13edf30e45),2012-02-04T00:00:00.000Z,0,15.6,5,4.3,sun,73.32237563718216,2
ObjectId(63da4653a60d5e13edf30e46),2012-02-05T00:00:00.000Z,0,13.9,1.7,2.9,sun,53.488887836937074,2
ObjectId(63da4653a60d5e13edf30e47),2012-02-06T00:00:00.000Z,0,16.1,1.7,5,sun,38.15789817839869,3
ObjectId(63da4653a60d5e13edf30e48),2012-02-07T00:00:00.000Z,0.3,15.6,7.8,5.3,rain,37.40449855751583,3
ObjectId(63da4653a60d5e13edf30e49),2012-02-08T00:00:00.000Z,2.8,10,5,2.7,rain,89.95753167424256,2
ObjectId(63da4653a60d5e13edf30e4a),2012-02-09T00:00:00.000Z,2.5,11.1,7.8,2.4,rain,91.35533923651373,0
ObjectId(63da4653a60d5e13edf30e4b),2012-02-10T00:00:00.000Z,2.5,12.8,6.7,3,rain,74.80614119297904,0
ObjectId(63da4653a60d5e13edf30e4c),2012-02-11T00:00:00.000Z,0.8,8.9,5.6,3.4,rain,51.19864061086562,0
ObjectId(63da4653a60d5e13edf30e4d),2012-02-12T00:00:00.000Z,1,8.3,5,1.3,rain,86.2564260099688,0
ObjectId(63da4653a60d5e13edf30e4e),2012-02-13T00:00:00.000Z,11.4,7.2,4.4,1.4,rain,21.457487446831383,0
ObjectId(63da4653a60d5e13edf30e4f),2012-02-14T00:00:00.000Z,2.5,6.7,1.1,3.1,rain,87.26494097161545,0
ObjectId(63da4653a60d5e13edf30e50),2012-02-15T00:00:00.000Z,0,7.2,0.6,1.8,drizzle,40.72204133483112,2
ObjectId(63da4653a60d5e13edf30e51),2012-02-16T00:00:00.000Z,1.8,7.2,3.3,2.1,rain,38.91184453313506,1
ObjectId(63da4653a60d5e13edf30e52),2012-02-17T00:00:00.000Z,17.3,10,4.4,3.4,rain,72.32183209126273,2
ObjectId(63da4653a60d5e13edf30e53),2012-02-18T00:00:00.000Z,6.4,6.7,3.9,8.1,rain,72.70076913164644,1
ObjectId(63da4653a60d5e13edf30e54),2012-02-19T00:00:00.000Z,0,6.7,2.2,4.7,sun,47.43858722889328,0
ObjectId(63da4653a60d5e13edf30e55),2012-02-20T00:00:00.000Z,3,7.8,1.7,2.9,rain,88.69817345551007,3
ObjectId(63da4653a60d5e13edf30e56),2012-02-21T00:00:00.000Z,0.8,10,7.8,7.5,rain,40.82207866032228,1
ObjectId(63da4653a60d5e13edf30e57),2012-02-22T00:00:00.000Z,8.6,10,2.8,5.9,rain,71.8762101104981,2
ObjectId(63da4653a60d5e13edf30e58),2012-02-23T00:00:00.000Z,0,8.3,2.8,3.9,sun,46.55022695167671,1
ObjectId(63da4653a60d5e13edf30e59),2012-02-24T00:00:00.000Z,11.4,6.7,4.4,3.5,rain,52.193641561811496,2
ObjectId(63da4653a60d5e13edf30e5a),2012-02-25T00:00:00.000Z,0,7.2,2.8,6.4,rain,73.47772288677041,0
ObjectId(63da4653a60d5e13edf30e5b),2012-02-26T00:00:00.000Z,1.3,5,-1.1,3.4,snow,4.297366491445147,1
ObjectId(63da4653a60d5e13edf30e5c),2012-02-27T00:00:00.000Z,0,6.7,-2.2,3,sun,13.300833948195647,0
ObjectId(63da4653a60d5e13edf30e5d),2012-02-28T00:00:00.000Z,3.6,6.7,-0.6,4.2,snow,62.389215753803086,3
ObjectId(63da4653a60d5e13edf30e5e),2012-02-29T00:00:00.000Z,0.8,5,1.1,7,snow,68.4283394260622,2
ObjectId(63da4653a60d5e13edf30e5f),2012-03-01T00:00:00.000Z,0,6.1,1.1,3.1,sun,83.90923678095675,2
ObjectId(63da4653a60d5e13edf30e60),2012-03-02T00:00:00.000Z,2,6.7,3.9,5.1,rain,96.31506785144104,2
ObjectId(63da4653a60d5e13edf30e61),2012-03-03T00:00:00.000Z,0,12.2,6.7,7,sun,23.992790963150377,3
ObjectId(63da4653a60d5e13edf30e62),2012-03-04T00:00:00.000Z,0,10.6,6.7,5.6,rain,52.49966208104874,2
ObjectId(63da4653a60d5e13edf30e63),2012-03-05T00:00:00.000Z,6.9,7.8,1.1,6.2,rain,1.4261961612739915,2
ObjectId(63da4653a60d5e13edf30e64),2012-03-06T00:00:00.000Z,0.5,6.7,0,2.7,snow,6.108893040193657,2
ObjectId(63da4653a60d5e13edf30e65),2012-03-07T00:00:00.000Z,0,8.9,-1.7,2.7,sun,15.185054163645905,2
ObjectId(63da4653a60d5e13edf30e66),2012-03-08T00:00:00.000Z,0,15.6,0.6,2.5,sun,12.997526698214557,2
ObjectId(63da4653a60d5e13edf30e67),2012-03-09T00:00:00.000Z,3.6,9.4,5,2.8,rain,18.683718732698196,3
ObjectId(63da4653a60d5e13edf30e68),2012-03-10T00:00:00.000Z,10.4,7.2,6.1,3.4,rain,32.280150820725915,2
ObjectId(63da4653a60d5e13edf30e69),2012-03-11T00:00:00.000Z,13.7,6.7,2.8,5.8,rain,2.502390958805632,0
ObjectId(63da4653a60d5e13edf30e6a),2012-03-12T00:00:00.000Z,19.3,8.3,0.6,6.2,snow,87.87049541361422,0
ObjectId(63da4653a60d5e13edf30e6b),2012-03-13T00:00:00.000Z,9.4,5.6,0.6,5.3,snow,73.50610550009768,2
ObjectId(63da4653a60d5e13edf30e6c),2012-03-14T00:00:00.000Z,8.6,7.8,1.1,4.7,rain,58.611940506425306,0
ObjectId(63da4653a60d5e13edf30e6d),2012-03-15T00:00:00.000Z,23.9,11.1,5.6,5.8,snow,29.232353216801943,2
ObjectId(63da4653a60d5e13edf30e6e),2012-03-16T00:00:00.000Z,8.4,8.9,3.9,5.1,rain,60.87695771096365,0
ObjectId(63da4653a60d5e13edf30e6f),2012-03-17T00:00:00.000Z,9.4,10,0.6,3.8,snow,66.06345472246596,2
ObjectId(63da4653a60d5e13edf30e70),2012-03-18T00:00:00.000Z,3.6,5,-0.6,2.7,rain,92.91164941954192,3
ObjectId(63da4653a60d5e13edf30e71),2012-03-19T00:00:00.000Z,2,7.2,-1.1,3,rain,12.717230620346708,3
ObjectId(63da4653a60d5e13edf30e72),2012-03-20T00:00:00.000Z,3.6,7.8,2.2,6.4,rain,35.60502284754539,3
ObjectId(63da4653a60d5e13edf30e73),2012-03-21T00:00:00.000Z,1.3,8.9,1.1,2.5,rain,35.901999082168565,2
ObjectId(63da4653a60d5e13edf30e74),2012-03-22T00:00:00.000Z,4.1,10,1.7,2.1,rain,96.30043203730402,1
ObjectId(63da4653a60d5e13edf30e75),2012-03-23T00:00:00.000Z,0,12.2,0.6,2.8,sun,74.95313436831479,0
ObjectId(63da4653a60d5e13edf30e76),2012-03-24T00:00:00.000Z,0,15,3.3,5.2,sun,23.790286144683304,0
ObjectId(63da4653a60d5e13edf30e77),2012-03-25T00:00:00.000Z,0,13.3,2.2,2.7,rain,6.862904412712978,3
ObjectId(63da4653a60d5e13edf30e78),2012-03-26T00:00:00.000Z,0,12.8,6.1,4.3,drizzle,94.0109304018521,3
ObjectId(63da4653a60d5e13edf30e79),2012-03-27T00:00:00.000Z,4.8,14.4,6.7,3.8,rain,96.52781613104688,1
ObjectId(63da4653a60d5e13edf30e7a),2012-03-28T00:00:00.000Z,1.3,10.6,7.2,5.9,rain,81.64565597597084,1
ObjectId(63da4653a60d5e13edf30e7b),2012-03-29T00:00:00.000Z,27.4,10,6.1,4.4,rain,55.96685296085803,3
ObjectId(63da4653a60d5e13edf30e7c),2012-03-30T00:00:00.000Z,5.6,9.4,5,4.7,rain,91.54182906121271,1
ObjectId(63da4653a60d5e13edf30e7d),2012-03-31T00:00:00.000Z,13.2,10,2.8,3.4,rain,58.80269125865977,1
ObjectId(63da4653a60d5e13edf30e7e),2012-04-01T00:00:00.000Z,1.5,8.9,4.4,6.8,rain,32.9628170589159,1
ObjectId(63da4653a60d5e13edf30e7f),2012-04-02T00:00:00.000Z,0,16.7,4.4,3.1,sun,51.11976877696204,2
ObjectId(63da4653a60d5e13edf30e80),2012-04-03T00:00:00.000Z,1.5,11.7,3.3,3.1,rain,28.49813816470338,0
ObjectId(63da4653a60d5e13edf30e81),2012-04-04T00:00:00.000Z,0,10.6,2.8,2.1,sun,39.2808992074402,0
ObjectId(63da4653a60d5e13edf30e82),2012-04-05T00:00:00.000Z,4.6,9.4,2.8,1.8,snow,39.54030933024411,1
ObjectId(63da4653a60d5e13edf30e83),2012-04-06T00:00:00.000Z,0.3,11.1,3.3,2.6,rain,38.15908436200823,0
ObjectId(63da4653a60d5e13edf30e84),2012-04-07T00:00:00.000Z,0,16.1,1.7,4.3,sun,91.90811316852646,0
ObjectId(63da4653a60d5e13edf30e85),2012-04-08T00:00:00.000Z,0,21.1,7.2,4.1,sun,27.239313416922904,3
ObjectId(63da4653a60d5e13edf30e86),2012-04-09T00:00:00.000Z,0,20,6.1,2.1,sun,8.833166620734236,0
ObjectId(63da4653a60d5e13edf30e87),2012-04-10T00:00:00.000Z,0,17.8,8.9,3.2,rain,66.74148748530138,1
ObjectId(63da4653a60d5e13edf30e88),2012-04-11T00:00:00.000Z,2.3,11.1,7.2,2.6,rain,32.576924216512744,2
ObjectId(63da4653a60d5e13edf30e89),2012-04-12T00:00:00.000Z,0.5,13.9,5.6,2.6,rain,96.63675591660818,1
ObjectId(63da4653a60d5e13edf30e8a),2012-04-13T00:00:00.000Z,0,15,3.9,4,drizzle,0.31199692545414154,0
ObjectId(63da4653a60d5e13edf30e8b),2012-04-14T00:00:00.000Z,0,15.6,3.3,3,sun,25.259633062867152,1
ObjectId(63da4653a60d5e13edf30e8c),2012-04-15T00:00:00.000Z,0,16.1,7.2,2.9,rain,58.657614596420125,0
ObjectId(63da4653a60d5e13edf30e8d),2012-04-16T00:00:00.000Z,8.1,13.3,6.7,5.8,rain,68.71691072518007,0
ObjectId(63da4653a60d5e13edf30e8e),2012-04-17T00:00:00.000Z,1.8,10,4.4,2,rain,60.9572802759088,3
ObjectId(63da4653a60d5e13edf30e8f),2012-04-18T00:00:00.000Z,1.8,13.3,7.2,3.9,rain,36.615637821432614,2
ObjectId(63da4653a60d5e13edf30e90),2012-04-19T00:00:00.000Z,10.9,13.9,5,2.6,rain,15.349643784536232,2
ObjectId(63da4653a60d5e13edf30e91),2012-04-20T00:00:00.000Z,6.6,13.3,6.7,2.7,rain,56.5684906188576,2
ObjectId(63da4653a60d5e13edf30e92),2012-04-21T00:00:00.000Z,0,20,4.4,2.3,sun,15.229000551695654,1
ObjectId(63da4653a60d5e13edf30e93),2012-04-22T00:00:00.000Z,0,23.3,8.3,2.6,rain,30.387783598428523,1
ObjectId(63da4653a60d5e13edf30e94),2012-04-23T00:00:00.000Z,0,21.7,8.9,3.5,sun,87.54336759396199,0
ObjectId(63da4653a60d5e13edf30e95),2012-04-24T00:00:00.000Z,4.3,13.9,10,2.8,rain,27.260929957859183,3
ObjectId(63da4653a60d5e13edf30e96),2012-04-25T00:00:00.000Z,10.7,16.7,8.9,2.6,rain,50.19256187447044,3
ObjectId(63da4653a60d5e13edf30e97),2012-04-26T00:00:00.000Z,3.8,13.9,6.7,5.2,rain,93.47465216695257,3
ObjectId(63da4653a60d5e13edf30e98),2012-04-27T00:00:00.000Z,0.8,13.3,6.1,4.8,rain,65.04450403345791,1
ObjectId(63da4653a60d5e13edf30e99),2012-04-28T00:00:00.000Z,0,16.1,8.3,2.5,drizzle,77.89963161320172,1
ObjectId(63da4653a60d5e13edf30e9a),2012-04-29T00:00:00.000Z,4.3,15.6,8.9,1.6,rain,51.68639032944634,1
ObjectId(63da4653a60d5e13edf30e9b),2012-04-30T00:00:00.000Z,4.3,12.8,7.2,8,rain,60.432707019880326,2
ObjectId(63da4653a60d5e13edf30e9c),2012-05-01T00:00:00.000Z,0.5,11.7,6.1,6.4,rain,71.06230353292766,1
ObjectId(63da4653a60d5e13edf30e9d),2012-05-02T00:00:00.000Z,0.5,13.3,5.6,2.5,rain,38.56916559276169,0
ObjectId(63da4653a60d5e13edf30e9e),2012-05-03T00:00:00.000Z,18.5,11.1,7.2,3.4,rain,26.264081354431646,1
ObjectId(63da4653a60d5e13edf30e9f),2012-05-04T00:00:00.000Z,1.8,12.2,6.1,4.6,rain,29.35194023701423,3
ObjectId(63da4653a60d5e13edf30ea0),2012-05-05T00:00:00.000Z,0,13.3,5,2.3,sun,17.325110600327395,2
ObjectId(63da4653a60d5e13edf30ea1),2012-05-06T00:00:00.000Z,0,17.8,5,2.4,sun,29.059291764108696,1
ObjectId(63da4653a60d5e13edf30ea2),2012-05-07T00:00:00.000Z,0,23.9,6.1,2.2,sun,73.6230847618646,3
ObjectId(63da4653a60d5e13edf30ea3),2012-05-08T00:00:00.000Z,0,18.3,9.4,3,sun,81.38988033467065,2
ObjectId(63da4653a60d5e13edf30ea4),2012-05-09T00:00:00.000Z,0,13.3,6.7,3.9,rain,95.64793317057843,1
ObjectId(63da4653a60d5e13edf30ea5),2012-05-10T00:00:00.000Z,0,14.4,3.9,3,sun,43.361639517144866,3
ObjectId(63da4653a60d5e13edf30ea6),2012-05-11T00:00:00.000Z,0,18.3,4.4,4.3,sun,82.84010544163351,1
ObjectId(63da4653a60d5e13edf30ea7),2012-05-12T00:00:00.000Z,0,24.4,6.7,3.4,sun,18.38627006909393,0
ObjectId(63da4653a60d5e13edf30ea8),2012-05-13T00:00:00.000Z,0,25.6,9.4,4.2,sun,60.62706260068139,1
ObjectId(63da4653a60d5e13edf30ea9),2012-05-14T00:00:00.000Z,0,26.7,12.8,3.8,sun,47.04416972299902,0
ObjectId(63da4653a60d5e13edf30eaa),2012-05-15T00:00:00.000Z,0,24.4,9.4,4.1,drizzle,2.8247677031418403,3
ObjectId(63da4653a60d5e13edf30eab),2012-05-16T00:00:00.000Z,0,19.4,9.4,3.5,sun,22.39766637570442,0
ObjectId(63da4653a60d5e13edf30eac),2012-05-17T00:00:00.000Z,0,17.8,6.7,2.9,rain,82.03086565157591,2
ObjectId(63da4653a60d5e13edf30ead),2012-05-18T00:00:00.000Z,0,15.6,7.8,3.1,rain,72.90140177561254,0
ObjectId(63da4653a60d5e13edf30eae),2012-05-19T00:00:00.000Z,0,19.4,7.2,1.5,sun,38.1489774647872,1
ObjectId(63da4653a60d5e13edf30eaf),2012-05-20T00:00:00.000Z,6.4,14.4,11.7,1.3,rain,22.642013013224762,0
ObjectId(63da4653a60d5e13edf30eb0),2012-05-21T00:00:00.000Z,14,16.7,10,4,rain,19.106543733213073,3
ObjectId(63da4653a60d5e13edf30eb1),2012-05-22T00:00:00.000Z,6.1,12.8,8.9,4.8,rain,57.453073233665684,1
ObjectId(63da4653a60d5e13edf30eb2),2012-05-23T00:00:00.000Z,0.3,14.4,8.9,6.3,rain,11.439460101063599,2
ObjectId(63da4653a60d5e13edf30eb3),2012-05-24T00:00:00.000Z,0,17.2,8.9,3.3,rain,94.80509868954744,2
ObjectId(63da4653a60d5e13edf30eb4),2012-05-25T00:00:00.000Z,0,22.2,8.9,3.1,rain,13.212345477294345,2
ObjectId(63da4653a60d5e13edf30eb5),2012-05-26T00:00:00.000Z,0,22.2,8.9,3.6,sun,17.918074261435827,3
ObjectId(63da4653a60d5e13edf30eb6),2012-05-27T00:00:00.000Z,0,17.2,11.7,3.7,sun,49.86371664899275,3
ObjectId(63da4653a60d5e13edf30eb7),2012-05-28T00:00:00.000Z,0,16.7,10,3.4,rain,5.4697055431998685,2
ObjectId(63da4653a60d5e13edf30eb8),2012-05-29T00:00:00.000Z,0,16.1,7.8,1.8,sun,14.513369118338332,3
ObjectId(63da4653a60d5e13edf30eb9),2012-05-30T00:00:00.000Z,0.3,18.9,11.1,1.5,rain,23.33143041808857,3
ObjectId(63da4653a60d5e13edf30eba),2012-05-31T00:00:00.000Z,3.8,17.8,12.2,2.7,rain,33.797023066854884,3
ObjectId(63da4653a60d5e13edf30ebb),2012-06-01T00:00:00.000Z,6.6,20,12.8,3.7,rain,50.67708648266412,0
ObjectId(63da4653a60d5e13edf30ebc),2012-06-02T00:00:00.000Z,0.3,18.9,10.6,3.7,rain,35.342019470998416,2
ObjectId(63da4653a60d5e13edf30ebd),2012-06-03T00:00:00.000Z,0,17.2,9.4,2.9,sun,67.06062276468484,2
ObjectId(63da4653a60d5e13edf30ebe),2012-06-04T00:00:00.000Z,1.3,12.8,8.9,3.1,rain,26.367804840099595,0
ObjectId(63da4653a60d5e13edf30ebf),2012-06-05T00:00:00.000Z,16,13.3,8.3,3.3,rain,17.482926939214085,3
ObjectId(63da4653a60d5e13edf30ec0),2012-06-06T00:00:00.000Z,0,16.1,6.1,3.4,sun,27.31344188559275,0
ObjectId(63da4653a60d5e13edf30ec1),2012-06-07T00:00:00.000Z,16.5,16.1,8.9,3.5,rain,40.658036160745446,0
ObjectId(63da4653a60d5e13edf30ec2),2012-06-08T00:00:00.000Z,1.5,15,8.3,3,rain,76.79126346496938,2
ObjectId(63da4653a60d5e13edf30ec3),2012-06-09T00:00:00.000Z,0,17.2,8.3,4.7,rain,59.067100844973574,1
ObjectId(63da4653a60d5e13edf30ec4),2012-06-10T00:00:00.000Z,0,18.9,10,2.9,sun,20.441195021247555,1
ObjectId(63da4653a60d5e13edf30ec5),2012-06-11T00:00:00.000Z,0,23.3,10,1.8,rain,87.6495379130671,0
ObjectId(63da4653a60d5e13edf30ec6),2012-06-12T00:00:00.000Z,0.8,18.3,12.8,3.9,rain,20.45559300502684,3
ObjectId(63da4653a60d5e13edf30ec7),2012-06-13T00:00:00.000Z,0,16.1,11.1,4.3,sun,72.80589401205958,3
ObjectId(63da4653a60d5e13edf30ec8),2012-06-14T00:00:00.000Z,0,17.2,10,2.7,sun,11.514569369968106,0
ObjectId(63da4653a60d5e13edf30ec9),2012-06-15T00:00:00.000Z,0,22.2,9.4,1.7,sun,52.0928879335245,1
ObjectId(63da4653a60d5e13edf30eca),2012-06-16T00:00:00.000Z,0,21.1,15,4.1,rain,91.84006684689513,2
ObjectId(63da4653a60d5e13edf30ecb),2012-06-17T00:00:00.000Z,0,18.9,11.7,6.4,sun,53.07811616353584,0
ObjectId(63da4653a60d5e13edf30ecc),2012-06-18T00:00:00.000Z,3,17.2,10,3.8,rain,89.42991978053021,1
ObjectId(63da4653a60d5e13edf30ecd),2012-06-19T00:00:00.000Z,1,19.4,10,3,rain,13.336386397793461,3
ObjectId(63da4653a60d5e13edf30ece),2012-06-20T00:00:00.000Z,0,24.4,10,3,sun,26.71554345354874,3
ObjectId(63da4653a60d5e13edf30ecf),2012-06-21T00:00:00.000Z,0,23.9,11.7,2.1,sun,51.21279784702749,3
ObjectId(63da4653a60d5e13edf30ed0),2012-06-22T00:00:00.000Z,15.7,13.9,11.7,1.9,rain,29.35274481123088,1
ObjectId(63da4653a60d5e13edf30ed1),2012-06-23T00:00:00.000Z,8.6,15.6,9.4,2.5,rain,58.69625492431514,1
ObjectId(63da4653a60d5e13edf30ed2),2012-06-24T00:00:00.000Z,0,19.4,9.4,2,drizzle,49.53563599714544,2
ObjectId(63da4653a60d5e13edf30ed3),2012-06-25T00:00:00.000Z,0.5,19.4,11.1,3.1,rain,59.54402826280612,1
ObjectId(63da4653a60d5e13edf30ed4),2012-06-26T00:00:00.000Z,0,18.3,10.6,3.4,rain,87.70798195748498,2
ObjectId(63da4653a60d5e13edf30ed5),2012-06-27T00:00:00.000Z,0,22.8,8.9,1.8,sun,97.4370018662023,0
ObjectId(63da4653a60d5e13edf30ed6),2012-06-28T00:00:00.000Z,0,22.2,11.7,2.5,rain,2.2999822044237077,1
ObjectId(63da4653a60d5e13edf30ed7),2012-06-29T00:00:00.000Z,0.3,21.7,15,1.9,rain,12.022064044298435,3
ObjectId(63da4653a60d5e13edf30ed8),2012-06-30T00:00:00.000Z,3,20,13.3,2.4,rain,34.07348104518968,3
ObjectId(63da4653a60d5e13edf30ed9),2012-07-01T00:00:00.000Z,0,20,12.2,2.3,rain,11.338274101725029,2
ObjectId(63da4653a60d5e13edf30eda),2012-07-02T00:00:00.000Z,2,18.9,11.7,2.1,rain,54.42745621870093,2
ObjectId(63da4653a60d5e13edf30edb),2012-07-03T00:00:00.000Z,5.8,18.3,10.6,6,rain,83.13369094278154,3
ObjectId(63da4653a60d5e13edf30edc),2012-07-04T00:00:00.000Z,0,20.6,9.4,3.8,sun,39.367586400807944,1
ObjectId(63da4653a60d5e13edf30edd),2012-07-05T00:00:00.000Z,0,24.4,10.6,3.1,drizzle,6.190993458294935,0
ObjectId(63da4653a60d5e13edf30ede),2012-07-06T00:00:00.000Z,0,25,11.1,2.1,sun,50.75738940543556,2
ObjectId(63da4653a60d5e13edf30edf),2012-07-07T00:00:00.000Z,0,26.7,12.8,3.8,sun,79.62481514048369,1
ObjectId(63da4653a60d5e13edf30ee0),2012-07-08T00:00:00.000Z,0,28.3,14.4,2.8,rain,73.52426214500106,1
ObjectId(63da4653a60d5e13edf30ee1),2012-07-09T00:00:00.000Z,1.5,25,12.8,2,rain,90.29429626221183,0
ObjectId(63da4653a60d5e13edf30ee2),2012-07-10T00:00:00.000Z,0,23.9,11.1,2.3,drizzle,66.90694683844448,1
ObjectId(63da4653a60d5e13edf30ee3),2012-07-11T00:00:00.000Z,0,27.8,13.3,2.9,fog,80.86179544095133,0
ObjectId(63da4653a60d5e13edf30ee4),2012-07-12T00:00:00.000Z,0,25.6,13.3,2.7,drizzle,80.31304173772877,0
ObjectId(63da4653a60d5e13edf30ee5),2012-07-13T00:00:00.000Z,0.5,23.3,13.9,2.2,rain,84.03850844671129,1
ObjectId(63da4653a60d5e13edf30ee6),2012-07-14T00:00:00.000Z,0,25,15,2.2,rain,37.57215113546994,0
ObjectId(63da4653a60d5e13edf30ee7),2012-07-15T00:00:00.000Z,0,18.9,13.3,3.8,rain,34.397051442873575,2
ObjectId(63da4653a60d5e13edf30ee8),2012-07-16T00:00:00.000Z,0.3,26.1,13.3,2.5,rain,24.19220193026758,0
ObjectId(63da4653a60d5e13edf30ee9),2012-07-17T00:00:00.000Z,0,21.7,15,2.6,sun,67.46288444609124,0
ObjectId(63da4653a60d5e13edf30eea),2012-07-18T00:00:00.000Z,0,21.1,14.4,2.9,sun,61.18385497428166,2
ObjectId(63da4653a60d5e13edf30eeb),2012-07-19T00:00:00.000Z,0,25,14.4,2.2,sun,5.3959823354013645,0
ObjectId(63da4653a60d5e13edf30eec),2012-07-20T00:00:00.000Z,15.2,19.4,13.9,4,rain,97.95298013976942,3
ObjectId(63da4653a60d5e13edf30eed),2012-07-21T00:00:00.000Z,0,23.9,13.9,2.3,sun,18.83301634458299,0
ObjectId(63da4653a60d5e13edf30eee),2012-07-22T00:00:00.000Z,1,20.6,12.2,3.9,rain,63.335525014704906,3
ObjectId(63da4653a60d5e13edf30eef),2012-07-23T00:00:00.000Z,0,18.9,11.1,3.3,rain,79.1698301550011,3
ObjectId(63da4653a60d5e13edf30ef0),2012-07-24T00:00:00.000Z,0,23.3,12.2,4.3,sun,51.868926434974725,2
ObjectId(63da4653a60d5e13edf30ef1),2012-07-25T00:00:00.000Z,0,26.7,12.8,2.6,sun,9.326754692792056,3
